,Value,Layer,Method
6036,1.5645978450775146,conv10,Calim
6037,3.389523506164551,conv10,Calim
6038,2.416813611984253,conv10,Calim
6039,2.6791696548461914,conv10,Calim
6040,2.786348819732666,conv10,Calim
6041,3.5513086318969727,conv10,Calim
6042,2.194781541824341,conv10,Calim
6043,2.984645366668701,conv10,Calim
6044,2.9507200717926025,conv10,Calim
6045,2.916457176208496,conv10,Calim
6046,2.425306558609009,conv10,Calim
6047,2.101992607116699,conv10,Calim
6048,3.9065310955047607,conv10,Calim
6049,3.3617820739746094,conv10,Calim
6050,1.847837209701538,conv10,Calim
6051,2.513578414916992,conv10,Calim
6052,1.5774567127227783,conv10,Calim
6053,3.1473946571350098,conv10,Calim
6054,2.69612455368042,conv10,Calim
6055,2.5227949619293213,conv10,Calim
6056,3.997559070587158,conv10,Calim
6057,3.733689069747925,conv10,Calim
6058,3.1757583618164062,conv10,Calim
6059,2.825500965118408,conv10,Calim
6060,3.626467227935791,conv10,Calim
6061,2.9777863025665283,conv10,Calim
6062,2.696019411087036,conv10,Calim
6063,4.115847587585449,conv10,Calim
6064,2.785438060760498,conv10,Calim
6065,3.00130033493042,conv10,Calim
6066,2.78979229927063,conv10,Calim
6067,3.3366637229919434,conv10,Calim
6068,2.791687488555908,conv10,Calim
6069,4.046570301055908,conv10,Calim
6070,2.4869556427001953,conv10,Calim
6071,2.9686119556427,conv10,Calim
6072,2.848802089691162,conv10,Calim
6073,3.125244617462158,conv10,Calim
6074,2.801182746887207,conv10,Calim
6075,3.410956382751465,conv10,Calim
6076,2.576986312866211,conv10,Calim
6077,2.0296874046325684,conv10,Calim
6078,3.029515027999878,conv10,Calim
6079,3.2967915534973145,conv10,Calim
6080,3.6298999786376953,conv10,Calim
6081,3.3164260387420654,conv10,Calim
6082,2.5107648372650146,conv10,Calim
6083,2.7885072231292725,conv10,Calim
6084,2.445908784866333,conv10,Calim
6085,2.7324986457824707,conv10,Calim
6086,2.4743566513061523,conv10,Calim
6087,3.9564552307128906,conv10,Calim
6088,2.07647967338562,conv10,Calim
6089,3.2397589683532715,conv10,Calim
6090,2.282261371612549,conv10,Calim
6091,1.9438846111297607,conv10,Calim
6092,2.234276294708252,conv10,Calim
6093,2.1847681999206543,conv10,Calim
6094,2.2317540645599365,conv10,Calim
6095,2.499424934387207,conv10,Calim
6096,1.82734215259552,conv10,Calim
6097,3.4001071453094482,conv10,Calim
6098,4.216464996337891,conv10,Calim
6099,1.5762933492660522,conv10,Calim
6100,3.0339066982269287,conv10,Calim
6101,2.470045804977417,conv10,Calim
6102,3.050682783126831,conv10,Calim
6103,1.8885005712509155,conv10,Calim
6104,2.616361141204834,conv10,Calim
6105,3.357344627380371,conv10,Calim
6106,2.7526235580444336,conv10,Calim
6107,2.1583571434020996,conv10,Calim
6108,3.224640369415283,conv10,Calim
6109,3.1646976470947266,conv10,Calim
6110,3.9878997802734375,conv10,Calim
6111,1.8320987224578857,conv10,Calim
6112,2.732558488845825,conv10,Calim
6113,2.684739589691162,conv10,Calim
6114,2.1577653884887695,conv10,Calim
6115,3.191494941711426,conv10,Calim
6116,2.62766170501709,conv10,Calim
6117,3.3039710521698,conv10,Calim
6118,3.157442569732666,conv10,Calim
6119,3.5529913902282715,conv10,Calim
6120,3.742960214614868,conv10,Calim
6121,2.4914488792419434,conv10,Calim
6122,3.500581741333008,conv10,Calim
6123,2.7542591094970703,conv10,Calim
6124,3.081226348876953,conv10,Calim
6125,3.0776548385620117,conv10,Calim
6126,3.1614232063293457,conv10,Calim
6127,3.865229606628418,conv10,Calim
6128,2.758424758911133,conv10,Calim
6129,3.002816677093506,conv10,Calim
6130,3.7824971675872803,conv10,Calim
6131,2.5762600898742676,conv10,Calim
6132,2.8916516304016113,conv10,Calim
6133,3.7141647338867188,conv10,Calim
6134,2.327888250350952,conv10,Calim
6135,2.0739495754241943,conv10,Calim
6136,2.6784770488739014,conv10,Calim
6137,3.1485097408294678,conv10,Calim
6138,2.0981526374816895,conv10,Calim
6139,2.322235584259033,conv10,Calim
6140,3.0993704795837402,conv10,Calim
6141,2.6469452381134033,conv10,Calim
6142,3.1624128818511963,conv10,Calim
6143,3.643368721008301,conv10,Calim
6144,2.7333874702453613,conv10,Calim
6145,3.7151529788970947,conv10,Calim
6146,3.117645263671875,conv10,Calim
6147,2.50079083442688,conv10,Calim
6148,2.2422664165496826,conv10,Calim
6149,2.7715775966644287,conv10,Calim
6150,2.6991097927093506,conv10,Calim
6151,3.5885677337646484,conv10,Calim
6152,3.122866153717041,conv10,Calim
6153,2.499403238296509,conv10,Calim
6154,3.034773826599121,conv10,Calim
6155,4.260511875152588,conv10,Calim
6156,2.665173053741455,conv10,Calim
6157,2.8893282413482666,conv10,Calim
6158,3.166783571243286,conv10,Calim
6159,2.3563878536224365,conv10,Calim
6160,4.267122268676758,conv10,Calim
6161,3.2371928691864014,conv10,Calim
6162,3.88006591796875,conv10,Calim
6163,2.8663153648376465,conv10,Calim
6164,2.9180331230163574,conv10,Calim
6165,2.683473587036133,conv10,Calim
6166,3.1986546516418457,conv10,Calim
6167,2.609517812728882,conv10,Calim
6168,2.075173854827881,conv10,Calim
6169,3.5669188499450684,conv10,Calim
6170,2.764928102493286,conv10,Calim
6171,2.9580490589141846,conv10,Calim
6172,3.3216190338134766,conv10,Calim
6173,3.00602388381958,conv10,Calim
6174,3.166736125946045,conv10,Calim
6175,2.122899293899536,conv10,Calim
6176,3.3192267417907715,conv10,Calim
6177,3.4950528144836426,conv10,Calim
6178,2.3166818618774414,conv10,Calim
6179,4.141546726226807,conv10,Calim
6180,2.4159083366394043,conv10,Calim
6181,3.1455230712890625,conv10,Calim
6182,2.590198040008545,conv10,Calim
6183,3.6569199562072754,conv10,Calim
6184,2.505004405975342,conv10,Calim
6185,4.426514148712158,conv10,Calim
6186,0.583480179309845,conv10,Calim
6187,3.3556315898895264,conv10,Calim
6188,2.665221929550171,conv10,Calim
6189,4.099017143249512,conv10,Calim
6190,3.3173632621765137,conv10,Calim
6191,2.5915791988372803,conv10,Calim
6192,3.131697177886963,conv10,Calim
6193,3.229403018951416,conv10,Calim
6194,2.891120433807373,conv10,Calim
6195,2.60396146774292,conv10,Calim
6196,2.6068382263183594,conv10,Calim
6197,2.779322862625122,conv10,Calim
6198,2.372709274291992,conv10,Calim
6199,3.0576391220092773,conv10,Calim
6200,3.015808343887329,conv10,Calim
6201,2.72560453414917,conv10,Calim
6202,3.039165735244751,conv10,Calim
6203,3.467301845550537,conv10,Calim
6204,2.844550609588623,conv10,Calim
6205,2.9302992820739746,conv10,Calim
6206,2.0120887756347656,conv10,Calim
6207,3.0395314693450928,conv10,Calim
6208,3.22831392288208,conv10,Calim
6209,2.8582050800323486,conv10,Calim
6210,2.8619706630706787,conv10,Calim
6211,2.3832950592041016,conv10,Calim
6212,3.20812726020813,conv10,Calim
6213,2.207404375076294,conv10,Calim
6214,2.3402533531188965,conv10,Calim
6215,3.4713354110717773,conv10,Calim
6216,3.4687204360961914,conv10,Calim
6217,3.5833828449249268,conv10,Calim
6218,2.9820556640625,conv10,Calim
6219,2.9888405799865723,conv10,Calim
6220,2.5345327854156494,conv10,Calim
6221,4.509475231170654,conv10,Calim
6222,2.8281638622283936,conv10,Calim
6223,3.1563680171966553,conv10,Calim
6224,3.017202854156494,conv10,Calim
6225,2.3448965549468994,conv10,Calim
6226,3.2690658569335938,conv10,Calim
6227,2.8474950790405273,conv10,Calim
6228,2.9541525840759277,conv10,Calim
6229,4.2432427406311035,conv10,Calim
6230,2.1671061515808105,conv10,Calim
6231,3.4419217109680176,conv10,Calim
6232,2.8174169063568115,conv10,Calim
6233,2.4480578899383545,conv10,Calim
6234,2.6892123222351074,conv10,Calim
6235,4.376221179962158,conv10,Calim
6236,2.6741254329681396,conv10,Calim
6237,2.8125510215759277,conv10,Calim
6238,2.6560025215148926,conv10,Calim
6239,2.745948076248169,conv10,Calim
6240,2.6787548065185547,conv10,Calim
6241,2.40136981010437,conv10,Calim
6242,3.2812952995300293,conv10,Calim
6243,2.388688802719116,conv10,Calim
6244,2.8760623931884766,conv10,Calim
6245,2.7925353050231934,conv10,Calim
6246,3.3640575408935547,conv10,Calim
6247,3.1661429405212402,conv10,Calim
6248,2.0398447513580322,conv10,Calim
6249,2.634504795074463,conv10,Calim
6250,2.3663747310638428,conv10,Calim
6251,3.3296737670898438,conv10,Calim
6252,2.8164615631103516,conv10,Calim
6253,3.168947696685791,conv10,Calim
6254,3.1175808906555176,conv10,Calim
6255,1.808802604675293,conv10,Calim
6256,2.8006179332733154,conv10,Calim
6257,2.7121810913085938,conv10,Calim
6258,2.9558491706848145,conv10,Calim
6259,3.089174270629883,conv10,Calim
6260,2.1947169303894043,conv10,Calim
6261,3.2886457443237305,conv10,Calim
6262,3.0291292667388916,conv10,Calim
6263,2.518167018890381,conv10,Calim
6264,3.1627254486083984,conv10,Calim
6265,2.7287046909332275,conv10,Calim
6266,3.0456182956695557,conv10,Calim
6267,3.0019283294677734,conv10,Calim
6268,3.3794970512390137,conv10,Calim
6269,3.5529675483703613,conv10,Calim
6270,2.247814893722534,conv10,Calim
6271,3.4271626472473145,conv10,Calim
6272,3.3408026695251465,conv10,Calim
6273,3.1624882221221924,conv10,Calim
6274,4.671466827392578,conv10,Calim
6275,2.2304000854492188,conv10,Calim
6276,4.714154243469238,conv10,Calim
6277,2.9234378337860107,conv10,Calim
6278,4.07330846786499,conv10,Calim
6279,3.3273391723632812,conv10,Calim
6280,3.094400405883789,conv10,Calim
6281,2.673501491546631,conv10,Calim
6282,1.771505355834961,conv10,Calim
6283,2.2038707733154297,conv10,Calim
6284,2.777566909790039,conv10,Calim
6285,3.0985279083251953,conv10,Calim
6286,3.77748441696167,conv10,Calim
6287,3.5887012481689453,conv10,Calim
6288,4.02971076965332,conv10,Calim
6289,2.3909401893615723,conv10,Calim
6290,2.4944357872009277,conv10,Calim
6291,3.625776767730713,conv10,Calim
6292,2.301609516143799,conv10,Calim
6293,3.0622143745422363,conv10,Calim
6294,4.139410018920898,conv10,Calim
6295,1.5440473556518555,conv10,Calim
6296,3.0285041332244873,conv10,Calim
6297,3.1772546768188477,conv10,Calim
6298,2.999420642852783,conv10,Calim
6299,3.249194622039795,conv10,Calim
6300,2.308476686477661,conv10,Calim
6301,2.1110033988952637,conv10,Calim
6302,2.1810600757598877,conv10,Calim
6303,4.017887115478516,conv10,Calim
6304,3.3649179935455322,conv10,Calim
6305,3.1942062377929688,conv10,Calim
6306,2.720069408416748,conv10,Calim
6307,2.542008638381958,conv10,Calim
6308,2.4250566959381104,conv10,Calim
6309,5.192740440368652,conv10,Calim
6310,3.2616677284240723,conv10,Calim
6311,2.3239803314208984,conv10,Calim
6312,2.4615795612335205,conv10,Calim
6313,2.189927577972412,conv10,Calim
6314,4.042795658111572,conv10,Calim
6315,2.741157054901123,conv10,Calim
6316,2.837827682495117,conv10,Calim
6317,3.1002492904663086,conv10,Calim
6318,2.788388252258301,conv10,Calim
6319,2.6570019721984863,conv10,Calim
6320,3.3792307376861572,conv10,Calim
6321,2.7848634719848633,conv10,Calim
6322,2.1829946041107178,conv10,Calim
6323,3.003321886062622,conv10,Calim
6324,3.17832612991333,conv10,Calim
6325,2.944009304046631,conv10,Calim
6326,3.2342615127563477,conv10,Calim
6327,3.410188913345337,conv10,Calim
6328,3.383974075317383,conv10,Calim
6329,2.919724464416504,conv10,Calim
6330,2.4934017658233643,conv10,Calim
6331,2.8217859268188477,conv10,Calim
6332,2.6566624641418457,conv10,Calim
6333,2.4604616165161133,conv10,Calim
6334,2.3482508659362793,conv10,Calim
6335,3.04850435256958,conv10,Calim
6336,3.35029673576355,conv10,Calim
6337,2.775969982147217,conv10,Calim
6338,3.1712498664855957,conv10,Calim
6339,2.917912483215332,conv10,Calim
6340,3.6865744590759277,conv10,Calim
6341,2.8290042877197266,conv10,Calim
6342,2.7261128425598145,conv10,Calim
6343,3.598788022994995,conv10,Calim
6344,2.197143316268921,conv10,Calim
6345,3.936281204223633,conv10,Calim
6346,3.123262643814087,conv10,Calim
6347,3.0903587341308594,conv10,Calim
6348,2.979945182800293,conv10,Calim
6349,3.9915637969970703,conv10,Calim
6350,3.196526527404785,conv10,Calim
6351,3.1393721103668213,conv10,Calim
6352,2.6338248252868652,conv10,Calim
6353,2.7781238555908203,conv10,Calim
6354,3.083073139190674,conv10,Calim
6355,2.4667460918426514,conv10,Calim
6356,3.6203784942626953,conv10,Calim
6357,3.719217300415039,conv10,Calim
6358,3.5292673110961914,conv10,Calim
6359,3.5670523643493652,conv10,Calim
6360,2.706639289855957,conv10,Calim
6361,2.6101438999176025,conv10,Calim
6362,2.5849411487579346,conv10,Calim
6363,2.5416500568389893,conv10,Calim
6364,3.0602645874023438,conv10,Calim
6365,3.1240367889404297,conv10,Calim
6366,2.3960046768188477,conv10,Calim
6367,2.5578360557556152,conv10,Calim
6368,2.1359994411468506,conv10,Calim
6369,2.467195987701416,conv10,Calim
6370,2.2817773818969727,conv10,Calim
6371,3.3705058097839355,conv10,Calim
6372,2.1060609817504883,conv10,Calim
6373,4.466022491455078,conv10,Calim
6374,2.249734401702881,conv10,Calim
6375,1.980789065361023,conv10,Calim
6376,3.260441780090332,conv10,Calim
6377,3.3756728172302246,conv10,Calim
6378,3.580043315887451,conv10,Calim
6379,3.4653127193450928,conv10,Calim
6380,2.3754587173461914,conv10,Calim
6381,0.13766810297966003,conv10,Calim
6382,2.9245223999023438,conv10,Calim
6383,2.351370334625244,conv10,Calim
6384,3.0079779624938965,conv10,Calim
6385,2.5679569244384766,conv10,Calim
6386,2.989076852798462,conv10,Calim
6387,3.2980856895446777,conv10,Calim
6388,2.9893040657043457,conv10,Calim
6389,3.3378794193267822,conv10,Calim
6390,2.0786049365997314,conv10,Calim
6391,2.9504685401916504,conv10,Calim
6392,2.8156557083129883,conv10,Calim
6393,2.8855652809143066,conv10,Calim
6394,2.5874602794647217,conv10,Calim
6395,3.0225608348846436,conv10,Calim
6396,2.817535400390625,conv10,Calim
6397,2.525050640106201,conv10,Calim
6398,3.5774264335632324,conv10,Calim
6399,3.030975341796875,conv10,Calim
6400,2.674053430557251,conv11,Calim
6401,3.6181015968322754,conv11,Calim
6402,2.178407907485962,conv11,Calim
6403,2.335517168045044,conv11,Calim
6404,2.8227853775024414,conv11,Calim
6405,2.8872017860412598,conv11,Calim
6406,2.790714979171753,conv11,Calim
6407,2.8476648330688477,conv11,Calim
6408,2.998603343963623,conv11,Calim
6409,2.258387565612793,conv11,Calim
6410,2.897474765777588,conv11,Calim
6411,3.035886764526367,conv11,Calim
6412,2.323251724243164,conv11,Calim
6413,2.1035494804382324,conv11,Calim
6414,3.5393080711364746,conv11,Calim
6415,2.8695192337036133,conv11,Calim
6416,2.9009060859680176,conv11,Calim
6417,2.736835241317749,conv11,Calim
6418,3.5364131927490234,conv11,Calim
6419,2.50555157661438,conv11,Calim
6420,3.2958245277404785,conv11,Calim
6421,3.1271443367004395,conv11,Calim
6422,3.148771286010742,conv11,Calim
6423,2.58957576751709,conv11,Calim
6424,2.441065788269043,conv11,Calim
6425,3.1539864540100098,conv11,Calim
6426,2.4676990509033203,conv11,Calim
6427,3.5051965713500977,conv11,Calim
6428,3.1304931640625,conv11,Calim
6429,3.5081591606140137,conv11,Calim
6430,2.726080894470215,conv11,Calim
6431,3.0221450328826904,conv11,Calim
6432,2.6110644340515137,conv11,Calim
6433,2.990182399749756,conv11,Calim
6434,2.884885311126709,conv11,Calim
6435,2.5603883266448975,conv11,Calim
6436,2.41693115234375,conv11,Calim
6437,2.3227410316467285,conv11,Calim
6438,2.830975294113159,conv11,Calim
6439,2.8271713256835938,conv11,Calim
6440,2.8765296936035156,conv11,Calim
6441,2.082106590270996,conv11,Calim
6442,2.7873401641845703,conv11,Calim
6443,2.7742865085601807,conv11,Calim
6444,2.8998217582702637,conv11,Calim
6445,2.3691439628601074,conv11,Calim
6446,3.390254497528076,conv11,Calim
6447,2.7539336681365967,conv11,Calim
6448,2.401214122772217,conv11,Calim
6449,2.6036758422851562,conv11,Calim
6450,2.7572479248046875,conv11,Calim
6451,2.736754894256592,conv11,Calim
6452,2.860991954803467,conv11,Calim
6453,2.495511770248413,conv11,Calim
6454,2.9485394954681396,conv11,Calim
6455,3.6974222660064697,conv11,Calim
6456,2.6532680988311768,conv11,Calim
6457,2.2970175743103027,conv11,Calim
6458,2.7066264152526855,conv11,Calim
6459,1.953898549079895,conv11,Calim
6460,2.6128339767456055,conv11,Calim
6461,2.2552409172058105,conv11,Calim
6462,2.5941572189331055,conv11,Calim
6463,2.6980199813842773,conv11,Calim
6464,2.8917598724365234,conv11,Calim
6465,2.6383564472198486,conv11,Calim
6466,2.297379970550537,conv11,Calim
6467,2.8659515380859375,conv11,Calim
6468,2.287588596343994,conv11,Calim
6469,2.527005672454834,conv11,Calim
6470,3.143481731414795,conv11,Calim
6471,2.7607743740081787,conv11,Calim
6472,2.542093276977539,conv11,Calim
6473,2.160579204559326,conv11,Calim
6474,2.692185640335083,conv11,Calim
6475,2.4254589080810547,conv11,Calim
6476,2.9754276275634766,conv11,Calim
6477,2.671306610107422,conv11,Calim
6478,3.678530216217041,conv11,Calim
6479,2.8942155838012695,conv11,Calim
6480,3.118478298187256,conv11,Calim
6481,2.112605571746826,conv11,Calim
6482,2.0558571815490723,conv11,Calim
6483,3.434758186340332,conv11,Calim
6484,2.793342351913452,conv11,Calim
6485,3.40863037109375,conv11,Calim
6486,2.2385621070861816,conv11,Calim
6487,2.9029786586761475,conv11,Calim
6488,2.5565361976623535,conv11,Calim
6489,3.3275885581970215,conv11,Calim
6490,3.6271586418151855,conv11,Calim
6491,3.6749861240386963,conv11,Calim
6492,2.771664619445801,conv11,Calim
6493,2.7603378295898438,conv11,Calim
6494,2.2067270278930664,conv11,Calim
6495,2.714337110519409,conv11,Calim
6496,2.4417319297790527,conv11,Calim
6497,2.4407081604003906,conv11,Calim
6498,2.8276071548461914,conv11,Calim
6499,2.4739999771118164,conv11,Calim
6500,2.471769332885742,conv11,Calim
6501,2.468224048614502,conv11,Calim
6502,2.5905582904815674,conv11,Calim
6503,3.7088308334350586,conv11,Calim
6504,2.2179276943206787,conv11,Calim
6505,2.170969009399414,conv11,Calim
6506,2.8257875442504883,conv11,Calim
6507,2.2198619842529297,conv11,Calim
6508,2.49454402923584,conv11,Calim
6509,2.557321071624756,conv11,Calim
6510,2.054892063140869,conv11,Calim
6511,2.4933133125305176,conv11,Calim
6512,3.5328025817871094,conv11,Calim
6513,3.0091309547424316,conv11,Calim
6514,2.829808235168457,conv11,Calim
6515,3.1358907222747803,conv11,Calim
6516,2.9702630043029785,conv11,Calim
6517,2.775338888168335,conv11,Calim
6518,2.900526285171509,conv11,Calim
6519,2.4197754859924316,conv11,Calim
6520,3.580726146697998,conv11,Calim
6521,2.7914605140686035,conv11,Calim
6522,2.6414952278137207,conv11,Calim
6523,2.925260543823242,conv11,Calim
6524,2.1909430027008057,conv11,Calim
6525,2.7822165489196777,conv11,Calim
6526,3.2098374366760254,conv11,Calim
6527,2.860548496246338,conv11,Calim
6528,2.50821590423584,conv11,Calim
6529,2.4207801818847656,conv11,Calim
6530,2.422203540802002,conv11,Calim
6531,3.842132091522217,conv11,Calim
6532,3.014392375946045,conv11,Calim
6533,2.886483907699585,conv11,Calim
6534,2.5687501430511475,conv11,Calim
6535,2.2508668899536133,conv11,Calim
6536,2.6006293296813965,conv11,Calim
6537,2.7970709800720215,conv11,Calim
6538,3.027279853820801,conv11,Calim
6539,2.374422311782837,conv11,Calim
6540,3.4818403720855713,conv11,Calim
6541,2.21067476272583,conv11,Calim
6542,2.701822280883789,conv11,Calim
6543,2.675220012664795,conv11,Calim
6544,2.654892921447754,conv11,Calim
6545,2.5290815830230713,conv11,Calim
6546,2.7364516258239746,conv11,Calim
6547,3.0872726440429688,conv11,Calim
6548,2.4008281230926514,conv11,Calim
6549,2.9501233100891113,conv11,Calim
6550,2.696063995361328,conv11,Calim
6551,2.4950547218322754,conv11,Calim
6552,2.2867932319641113,conv11,Calim
6553,2.279174566268921,conv11,Calim
6554,3.4203624725341797,conv11,Calim
6555,2.8494396209716797,conv11,Calim
6556,2.353364944458008,conv11,Calim
6557,2.3280344009399414,conv11,Calim
6558,2.177680015563965,conv11,Calim
6559,3.8019938468933105,conv11,Calim
6560,2.5030102729797363,conv11,Calim
6561,2.554999351501465,conv11,Calim
6562,2.79976224899292,conv11,Calim
6563,2.6174168586730957,conv11,Calim
6564,3.1825008392333984,conv11,Calim
6565,2.4181668758392334,conv11,Calim
6566,2.899756908416748,conv11,Calim
6567,2.6791605949401855,conv11,Calim
6568,2.8822216987609863,conv11,Calim
6569,2.5144598484039307,conv11,Calim
6570,3.1371867656707764,conv11,Calim
6571,3.4850668907165527,conv11,Calim
6572,2.519388437271118,conv11,Calim
6573,3.0403330326080322,conv11,Calim
6574,3.0000386238098145,conv11,Calim
6575,3.2000746726989746,conv11,Calim
6576,2.037430763244629,conv11,Calim
6577,2.637056589126587,conv11,Calim
6578,3.1137819290161133,conv11,Calim
6579,2.0609045028686523,conv11,Calim
6580,3.007936954498291,conv11,Calim
6581,2.6887364387512207,conv11,Calim
6582,3.290924549102783,conv11,Calim
6583,2.52308988571167,conv11,Calim
6584,2.2290172576904297,conv11,Calim
6585,2.209752321243286,conv11,Calim
6586,2.467050075531006,conv11,Calim
6587,3.5021939277648926,conv11,Calim
6588,2.65470027923584,conv11,Calim
6589,2.942375659942627,conv11,Calim
6590,3.088700532913208,conv11,Calim
6591,2.502291440963745,conv11,Calim
6592,3.39292049407959,conv11,Calim
6593,2.3927505016326904,conv11,Calim
6594,2.9417715072631836,conv11,Calim
6595,2.6164073944091797,conv11,Calim
6596,2.589740037918091,conv11,Calim
6597,3.2098355293273926,conv11,Calim
6598,2.4578733444213867,conv11,Calim
6599,3.434168815612793,conv11,Calim
6600,4.5135602951049805,conv11,Calim
6601,2.253871440887451,conv11,Calim
6602,3.0676193237304688,conv11,Calim
6603,2.158630847930908,conv11,Calim
6604,3.1826751232147217,conv11,Calim
6605,4.06541633605957,conv11,Calim
6606,2.907680034637451,conv11,Calim
6607,2.7528085708618164,conv11,Calim
6608,2.256417751312256,conv11,Calim
6609,2.484837055206299,conv11,Calim
6610,3.1689767837524414,conv11,Calim
6611,2.827580451965332,conv11,Calim
6612,2.9222159385681152,conv11,Calim
6613,2.4924428462982178,conv11,Calim
6614,3.1903772354125977,conv11,Calim
6615,2.8874058723449707,conv11,Calim
6616,2.0171263217926025,conv11,Calim
6617,2.7420148849487305,conv11,Calim
6618,3.0837466716766357,conv11,Calim
6619,2.6616334915161133,conv11,Calim
6620,2.2468323707580566,conv11,Calim
6621,2.3179924488067627,conv11,Calim
6622,3.1047375202178955,conv11,Calim
6623,2.0511598587036133,conv11,Calim
6624,2.90531063079834,conv11,Calim
6625,3.4271857738494873,conv11,Calim
6626,2.9281835556030273,conv11,Calim
6627,2.0577392578125,conv11,Calim
6628,2.049365997314453,conv11,Calim
6629,3.006432056427002,conv11,Calim
6630,2.5518627166748047,conv11,Calim
6631,2.218379020690918,conv11,Calim
6632,2.692537784576416,conv11,Calim
6633,2.9075822830200195,conv11,Calim
6634,2.4543890953063965,conv11,Calim
6635,2.3636326789855957,conv11,Calim
6636,2.494788885116577,conv11,Calim
6637,2.537626266479492,conv11,Calim
6638,3.811155319213867,conv11,Calim
6639,2.4002952575683594,conv11,Calim
6640,1.797683596611023,conv11,Calim
6641,2.2965810298919678,conv11,Calim
6642,3.1072559356689453,conv11,Calim
6643,3.1256725788116455,conv11,Calim
6644,2.8484230041503906,conv11,Calim
6645,2.7758567333221436,conv11,Calim
6646,2.758309841156006,conv11,Calim
6647,2.609462261199951,conv11,Calim
6648,2.641361713409424,conv11,Calim
6649,2.135669231414795,conv11,Calim
6650,3.167849063873291,conv11,Calim
6651,3.264476776123047,conv11,Calim
6652,3.0753936767578125,conv11,Calim
6653,3.6011438369750977,conv11,Calim
6654,2.4179625511169434,conv11,Calim
6655,2.6242856979370117,conv11,Calim
6656,2.7104339599609375,conv11,Calim
6657,3.3389639854431152,conv11,Calim
6658,2.4757375717163086,conv11,Calim
6659,3.571409225463867,conv11,Calim
6660,3.3346123695373535,conv11,Calim
6661,2.7128820419311523,conv11,Calim
6662,3.322338581085205,conv11,Calim
6663,3.434885025024414,conv11,Calim
6664,2.8114213943481445,conv11,Calim
6665,2.3557722568511963,conv11,Calim
6666,2.137509346008301,conv11,Calim
6667,2.7381114959716797,conv11,Calim
6668,2.1547343730926514,conv11,Calim
6669,2.426722764968872,conv11,Calim
6670,2.6847240924835205,conv11,Calim
6671,2.7125113010406494,conv11,Calim
6672,1.9728455543518066,conv11,Calim
6673,3.215888023376465,conv11,Calim
6674,2.461503267288208,conv11,Calim
6675,3.6040945053100586,conv11,Calim
6676,2.52519154548645,conv11,Calim
6677,3.3951478004455566,conv11,Calim
6678,2.3232128620147705,conv11,Calim
6679,2.7808923721313477,conv11,Calim
6680,2.3152618408203125,conv11,Calim
6681,3.2127325534820557,conv11,Calim
6682,2.2758636474609375,conv11,Calim
6683,2.7203121185302734,conv11,Calim
6684,2.554381847381592,conv11,Calim
6685,2.2980809211730957,conv11,Calim
6686,2.5159363746643066,conv11,Calim
6687,2.5050344467163086,conv11,Calim
6688,2.3144922256469727,conv11,Calim
6689,2.9304769039154053,conv11,Calim
6690,2.314284324645996,conv11,Calim
6691,2.7471792697906494,conv11,Calim
6692,2.9677841663360596,conv11,Calim
6693,2.7514240741729736,conv11,Calim
6694,2.884650707244873,conv11,Calim
6695,2.291188955307007,conv11,Calim
6696,3.855105400085449,conv11,Calim
6697,2.6427602767944336,conv11,Calim
6698,2.4736337661743164,conv11,Calim
6699,2.599708080291748,conv11,Calim
6700,2.2334792613983154,conv11,Calim
6701,3.009586811065674,conv11,Calim
6702,3.1809709072113037,conv11,Calim
6703,2.6054935455322266,conv11,Calim
6704,3.165436029434204,conv11,Calim
6705,2.586228132247925,conv11,Calim
6706,3.0340633392333984,conv11,Calim
6707,4.099503993988037,conv11,Calim
6708,3.265934944152832,conv11,Calim
6709,2.621366500854492,conv11,Calim
6710,2.7532808780670166,conv11,Calim
6711,2.9332644939422607,conv11,Calim
6712,2.203185558319092,conv11,Calim
6713,3.270738363265991,conv11,Calim
6714,2.789766311645508,conv11,Calim
6715,3.2941393852233887,conv11,Calim
6716,2.7297306060791016,conv11,Calim
6717,2.462649345397949,conv11,Calim
6718,3.2586562633514404,conv11,Calim
6719,2.9940059185028076,conv11,Calim
6720,3.5476512908935547,conv11,Calim
6721,2.3548696041107178,conv11,Calim
6722,2.2111759185791016,conv11,Calim
6723,2.48862886428833,conv11,Calim
6724,2.742797374725342,conv11,Calim
6725,2.723799467086792,conv11,Calim
6726,2.496725082397461,conv11,Calim
6727,2.6806039810180664,conv11,Calim
6728,2.731003761291504,conv11,Calim
6729,2.5338592529296875,conv11,Calim
6730,2.5903258323669434,conv11,Calim
6731,2.711293935775757,conv11,Calim
6732,2.1637179851531982,conv11,Calim
6733,2.9855847358703613,conv11,Calim
6734,2.3775863647460938,conv11,Calim
6735,2.4546396732330322,conv11,Calim
6736,3.1833462715148926,conv11,Calim
6737,2.8978638648986816,conv11,Calim
6738,2.628636598587036,conv11,Calim
6739,2.4542336463928223,conv11,Calim
6740,3.4746978282928467,conv11,Calim
6741,3.1019365787506104,conv11,Calim
6742,3.192905902862549,conv11,Calim
6743,2.95847225189209,conv11,Calim
6744,3.1759400367736816,conv11,Calim
6745,2.573594570159912,conv11,Calim
6746,2.3823583126068115,conv11,Calim
6747,2.829854965209961,conv11,Calim
6748,2.3119523525238037,conv11,Calim
6749,3.296724319458008,conv11,Calim
